zip,city,state_id,state_name
1057,Monson,MA,Massachusetts
1060,Northampton,MA,Massachusetts
1062,Florence,MA,Massachusetts
1063,Northampton,MA,Massachusetts
1066,North Hatfield,MA,Massachusetts
1068,Oakham,MA,Massachusetts
1069,Palmer,MA,Massachusetts
1070,Plainfield,MA,Massachusetts
1071,Russell,MA,Massachusetts
1072,Shutesbury,MA,Massachusetts
1073,Southampton,MA,Massachusetts
1074,South Barre,MA,Massachusetts
1075,South Hadley,MA,Massachusetts
1077,Southwick,MA,Massachusetts
1079,Thorndike,MA,Massachusetts
1080,Three Rivers,MA,Massachusetts
1081,Wales,MA,Massachusetts
1082,Ware,MA,Massachusetts
1083,Warren,MA,Massachusetts
1084,West Chesterfield,MA,Massachusetts
1085,Westfield,MA,Massachusetts
1088,West Hatfield,MA,Massachusetts
1089,West Springfield,MA,Massachusetts
1092,West Warren,MA,Massachusetts
1093,Whately,MA,Massachusetts
1094,Wheelwright,MA,Massachusetts
1095,Wilbraham,MA,Massachusetts
1096,Williamsburg,MA,Massachusetts
1097,Woronoco,MA,Massachusetts
1098,Worthington,MA,Massachusetts
1103,Springfield,MA,Massachusetts
1104,Springfield,MA,Massachusetts
1105,Springfield,MA,Massachusetts
1106,Longmeadow,MA,Massachusetts
1107,Springfield,MA,Massachusetts
1108,Springfield,MA,Massachusetts
1109,Springfield,MA,Massachusetts
1118,Springfield,MA,Massachusetts
1119,Springfield,MA,Massachusetts
1128,Springfield,MA,Massachusetts
1129,Springfield,MA,Massachusetts
1144,Springfield,MA,Massachusetts
1151,Indian Orchard,MA,Massachusetts
1201,Pittsfield,MA,Massachusetts
1220,Adams,MA,Massachusetts
1222,Ashley Falls,MA,Massachusetts
1223,Becket,MA,Massachusetts
1224,Berkshire,MA,Massachusetts
1225,Cheshire,MA,Massachusetts
1226,Dalton,MA,Massachusetts
1229,Glendale,MA,Massachusetts
1230,Great Barrington,MA,Massachusetts
1235,Hinsdale,MA,Massachusetts
1236,Housatonic,MA,Massachusetts
1237,Lanesborough,MA,Massachusetts
1238,Lee,MA,Massachusetts
1240,Lenox,MA,Massachusetts
1242,Lenox Dale,MA,Massachusetts
1243,Middlefield,MA,Massachusetts
1244,Mill River,MA,Massachusetts
1245,Monterey,MA,Massachusetts
1247,North Adams,MA,Massachusetts
1253,Otis,MA,Massachusetts
1254,Richmond,MA,Massachusetts
1255,Sandisfield,MA,Massachusetts
1256,Savoy,MA,Massachusetts
1257,Sheffield,MA,Massachusetts
1258,South Egremont,MA,Massachusetts
1259,Southfield,MA,Massachusetts
1260,South Lee,MA,Massachusetts
1262,Stockbridge,MA,Massachusetts
1264,Tyringham,MA,Massachusetts
1266,West Stockbridge,MA,Massachusetts
1267,Williamstown,MA,Massachusetts
1270,Windsor,MA,Massachusetts
1301,Greenfield,MA,Massachusetts
1330,Ashfield,MA,Massachusetts
1331,Athol,MA,Massachusetts
1337,Bernardston,MA,Massachusetts
1338,Buckland,MA,Massachusetts
1339,Charlemont,MA,Massachusetts
1340,Colrain,MA,Massachusetts
1341,Conway,MA,Massachusetts
1342,Deerfield,MA,Massachusetts
1343,Drury,MA,Massachusetts
1344,Erving,MA,Massachusetts
1346,Heath,MA,Massachusetts
1347,Lake Pleasant,MA,Massachusetts
1349,Millers Falls,MA,Massachusetts
1350,Monroe Bridge,MA,Massachusetts
1351,Montague,MA,Massachusetts
1354,Gill,MA,Massachusetts
1355,New Salem,MA,Massachusetts
1360,Northfield,MA,Massachusetts
1364,Orange,MA,Massachusetts
1366,Petersham,MA,Massachusetts
1367,Rowe,MA,Massachusetts
1368,Royalston,MA,Massachusetts
1370,Shelburne Falls,MA,Massachusetts
1373,South Deerfield,MA,Massachusetts
1375,Sunderland,MA,Massachusetts
1376,Turners Falls,MA,Massachusetts
1378,Warwick,MA,Massachusetts
1379,Wendell,MA,Massachusetts
1380,Wendell Depot,MA,Massachusetts
1420,Fitchburg,MA,Massachusetts
1430,Ashburnham,MA,Massachusetts
1431,Ashby,MA,Massachusetts
1432,Ayer,MA,Massachusetts
1434,Devens,MA,Massachusetts
1436,Baldwinville,MA,Massachusetts
1438,East Templeton,MA,Massachusetts
1440,Gardner,MA,Massachusetts
1450,Groton,MA,Massachusetts
1451,Harvard,MA,Massachusetts
1452,Hubbardston,MA,Massachusetts
1453,Leominster,MA,Massachusetts
1460,Littleton,MA,Massachusetts
1462,Lunenburg,MA,Massachusetts
1463,Pepperell,MA,Massachusetts
1464,Shirley,MA,Massachusetts
1468,Templeton,MA,Massachusetts
1469,Townsend,MA,Massachusetts
1473,Westminster,MA,Massachusetts
1474,West Townsend,MA,Massachusetts
1475,Winchendon,MA,Massachusetts
1501,Auburn,MA,Massachusetts
1503,Berlin,MA,Massachusetts
1504,Blackstone,MA,Massachusetts
1505,Boylston,MA,Massachusetts
1506,Brookfield,MA,Massachusetts
1507,Charlton,MA,Massachusetts
1510,Clinton,MA,Massachusetts
1515,East Brookfield,MA,Massachusetts
1516,Douglas,MA,Massachusetts
1518,Fiskdale,MA,Massachusetts
1519,Grafton,MA,Massachusetts
1520,Holden,MA,Massachusetts
1521,Holland,MA,Massachusetts
1522,Jefferson,MA,Massachusetts
1523,Lancaster,MA,Massachusetts
1524,Leicester,MA,Massachusetts
1525,Linwood,MA,Massachusetts
1527,Millbury,MA,Massachusetts
1529,Millville,MA,Massachusetts
1531,New Braintree,MA,Massachusetts
1532,Northborough,MA,Massachusetts
1534,Northbridge,MA,Massachusetts
1535,North Brookfield,MA,Massachusetts
1536,North Grafton,MA,Massachusetts
1537,North Oxford,MA,Massachusetts
1540,Oxford,MA,Massachusetts
1541,Princeton,MA,Massachusetts
1542,Rochdale,MA,Massachusetts
1543,Rutland,MA,Massachusetts
1545,Shrewsbury,MA,Massachusetts
1550,Southbridge,MA,Massachusetts
1560,South Grafton,MA,Massachusetts
1561,South Lancaster,MA,Massachusetts
1562,Spencer,MA,Massachusetts
1564,Sterling,MA,Massachusetts
1566,Sturbridge,MA,Massachusetts
1568,Upton,MA,Massachusetts
1569,Uxbridge,MA,Massachusetts
1570,Webster,MA,Massachusetts
1571,Dudley,MA,Massachusetts
1581,Westborough,MA,Massachusetts
1583,West Boylston,MA,Massachusetts
1585,West Brookfield,MA,Massachusetts
1588,Whitinsville,MA,Massachusetts
1590,Sutton,MA,Massachusetts
1602,Worcester,MA,Massachusetts
1603,Worcester,MA,Massachusetts
1604,Worcester,MA,Massachusetts
1605,Worcester,MA,Massachusetts
1606,Worcester,MA,Massachusetts
1607,Worcester,MA,Massachusetts
1608,Worcester,MA,Massachusetts
1609,Worcester,MA,Massachusetts
1610,Worcester,MA,Massachusetts
1611,Cherry Valley,MA,Massachusetts
1612,Paxton,MA,Massachusetts
1701,Framingham,MA,Massachusetts
1702,Framingham,MA,Massachusetts
1718,Acton,MA,Massachusetts
1719,Boxborough,MA,Massachusetts
1720,Acton,MA,Massachusetts
1721,Ashland,MA,Massachusetts
1730,Bedford,MA,Massachusetts
1731,Hanscom Afb,MA,Massachusetts
1740,Bolton,MA,Massachusetts
1741,Carlisle,MA,Massachusetts
1742,Concord,MA,Massachusetts
1745,Fayville,MA,Massachusetts
1746,Holliston,MA,Massachusetts
1747,Hopedale,MA,Massachusetts
1748,Hopkinton,MA,Massachusetts
1749,Hudson,MA,Massachusetts
1752,Marlborough,MA,Massachusetts
1754,Maynard,MA,Massachusetts
1756,Mendon,MA,Massachusetts
1757,Milford,MA,Massachusetts
1760,Natick,MA,Massachusetts
1770,Sherborn,MA,Massachusetts
1772,Southborough,MA,Massachusetts
1773,Lincoln,MA,Massachusetts
1775,Stow,MA,Massachusetts
1776,Sudbury,MA,Massachusetts
1778,Wayland,MA,Massachusetts
1801,Woburn,MA,Massachusetts
1803,Burlington,MA,Massachusetts
1810,Andover,MA,Massachusetts
1821,Billerica,MA,Massachusetts
1824,Chelmsford,MA,Massachusetts
1826,Dracut,MA,Massachusetts
1827,Dunstable,MA,Massachusetts
1830,Haverhill,MA,Massachusetts
1832,Haverhill,MA,Massachusetts
1833,Georgetown,MA,Massachusetts
1834,Groveland,MA,Massachusetts
1835,Haverhill,MA,Massachusetts
1840,Lawrence,MA,Massachusetts
1841,Lawrence,MA,Massachusetts
1843,Lawrence,MA,Massachusetts
1844,Methuen,MA,Massachusetts
1845,North Andover,MA,Massachusetts
1850,Lowell,MA,Massachusetts
1851,Lowell,MA,Massachusetts
1852,Lowell,MA,Massachusetts
1854,Lowell,MA,Massachusetts
1860,Merrimac,MA,Massachusetts
1862,North Billerica,MA,Massachusetts
1863,North Chelmsford,MA,Massachusetts
1864,North Reading,MA,Massachusetts
1867,Reading,MA,Massachusetts
1876,Tewksbury,MA,Massachusetts
1879,Tyngsboro,MA,Massachusetts
1880,Wakefield,MA,Massachusetts
1886,Westford,MA,Massachusetts
1887,Wilmington,MA,Massachusetts
1890,Winchester,MA,Massachusetts
1901,Lynn,MA,Massachusetts
1902,Lynn,MA,Massachusetts
1904,Lynn,MA,Massachusetts
1905,Lynn,MA,Massachusetts
1906,Saugus,MA,Massachusetts
1907,Swampscott,MA,Massachusetts
1908,Nahant,MA,Massachusetts
1913,Amesbury,MA,Massachusetts
1915,Beverly,MA,Massachusetts
1921,Boxford,MA,Massachusetts
1922,Byfield,MA,Massachusetts
1923,Danvers,MA,Massachusetts
1929,Essex,MA,Massachusetts
1930,Gloucester,MA,Massachusetts
1937,Hathorne,MA,Massachusetts
1938,Ipswich,MA,Massachusetts
1940,Lynnfield,MA,Massachusetts
1944,Manchester,MA,Massachusetts
1945,Marblehead,MA,Massachusetts
1949,Middleton,MA,Massachusetts
1950,Newburyport,MA,Massachusetts
1951,Newbury,MA,Massachusetts
1952,Salisbury,MA,Massachusetts
1960,Peabody,MA,Massachusetts
1965,Prides Crossing,MA,Massachusetts
1966,Rockport,MA,Massachusetts
1969,Rowley,MA,Massachusetts
1970,Salem,MA,Massachusetts
1982,South Hamilton,MA,Massachusetts
1983,Topsfield,MA,Massachusetts
1984,Wenham,MA,Massachusetts
1985,West Newbury,MA,Massachusetts
2019,Bellingham,MA,Massachusetts
2021,Canton,MA,Massachusetts
2025,Cohasset,MA,Massachusetts
2026,Dedham,MA,Massachusetts
2030,Dover,MA,Massachusetts
2032,East Walpole,MA,Massachusetts
2035,Foxboro,MA,Massachusetts
2038,Franklin,MA,Massachusetts
2043,Hingham,MA,Massachusetts
2045,Hull,MA,Massachusetts
2047,Humarock,MA,Massachusetts
2048,Mansfield,MA,Massachusetts
2050,Marshfield,MA,Massachusetts
2052,Medfield,MA,Massachusetts
2053,Medway,MA,Massachusetts
2054,Millis,MA,Massachusetts
2056,Norfolk,MA,Massachusetts
2061,Norwell,MA,Massachusetts
2062,Norwood,MA,Massachusetts
2066,Scituate,MA,Massachusetts
2067,Sharon,MA,Massachusetts
2071,South Walpole,MA,Massachusetts
2072,Stoughton,MA,Massachusetts
2081,Walpole,MA,Massachusetts
2090,Westwood,MA,Massachusetts
2093,Wrentham,MA,Massachusetts
2108,Boston,MA,Massachusetts
2109,Boston,MA,Massachusetts
2110,Boston,MA,Massachusetts
2111,Boston,MA,Massachusetts
2113,Boston,MA,Massachusetts
2114,Boston,MA,Massachusetts
2115,Boston,MA,Massachusetts
2116,Boston,MA,Massachusetts
2118,Boston,MA,Massachusetts
2119,Roxbury,MA,Massachusetts
2120,Roxbury Crossing,MA,Massachusetts
2121,Dorchester,MA,Massachusetts
2122,Dorchester,MA,Massachusetts
2124,Dorchester Center,MA,Massachusetts
2125,Dorchester,MA,Massachusetts
2126,Mattapan,MA,Massachusetts
2127,South Boston,MA,Massachusetts
2128,East Boston,MA,Massachusetts
2129,Charlestown,MA,Massachusetts
2130,Jamaica Plain,MA,Massachusetts
2131,Roslindale,MA,Massachusetts
2132,West Roxbury,MA,Massachusetts
2133,Boston,MA,Massachusetts
2134,Allston,MA,Massachusetts
2135,Brighton,MA,Massachusetts
2136,Hyde Park,MA,Massachusetts
2138,Cambridge,MA,Massachusetts
2139,Cambridge,MA,Massachusetts
2140,Cambridge,MA,Massachusetts
2141,Cambridge,MA,Massachusetts
2142,Cambridge,MA,Massachusetts
2143,Somerville,MA,Massachusetts
2144,Somerville,MA,Massachusetts
2145,Somerville,MA,Massachusetts
2148,Malden,MA,Massachusetts
2149,Everett,MA,Massachusetts
2150,Chelsea,MA,Massachusetts
2151,Revere,MA,Massachusetts
2152,Winthrop,MA,Massachusetts
2155,Medford,MA,Massachusetts
2163,Boston,MA,Massachusetts
2169,Quincy,MA,Massachusetts
2170,Quincy,MA,Massachusetts
2171,Quincy,MA,Massachusetts
2176,Melrose,MA,Massachusetts
2180,Stoneham,MA,Massachusetts
2184,Braintree,MA,Massachusetts
2186,Milton,MA,Massachusetts
2188,Weymouth,MA,Massachusetts
2189,East Weymouth,MA,Massachusetts
2190,South Weymouth,MA,Massachusetts
2191,North Weymouth,MA,Massachusetts
2199,Boston,MA,Massachusetts
2203,Boston,MA,Massachusetts
2205,Boston,MA,Massachusetts
2210,Boston,MA,Massachusetts
2215,Boston,MA,Massachusetts
2301,Brockton,MA,Massachusetts
2302,Brockton,MA,Massachusetts
2322,Avon,MA,Massachusetts
2324,Bridgewater,MA,Massachusetts
2325,Bridgewater,MA,Massachusetts
2330,Carver,MA,Massachusetts
2332,Duxbury,MA,Massachusetts
2333,East Bridgewater,MA,Massachusetts
2338,Halifax,MA,Massachusetts
2339,Hanover,MA,Massachusetts
2341,Hanson,MA,Massachusetts
2343,Holbrook,MA,Massachusetts
2346,Middleboro,MA,Massachusetts
2347,Lakeville,MA,Massachusetts
2350,Monponsett,MA,Massachusetts
2351,Abington,MA,Massachusetts
2356,North Easton,MA,Massachusetts
2357,North Easton,MA,Massachusetts
2359,Pembroke,MA,Massachusetts
2360,Plymouth,MA,Massachusetts
2364,Kingston,MA,Massachusetts
2366,South Carver,MA,Massachusetts
2367,Plympton,MA,Massachusetts
2368,Randolph,MA,Massachusetts
2370,Rockland,MA,Massachusetts
2375,South Easton,MA,Massachusetts
2379,West Bridgewater,MA,Massachusetts
2382,Whitman,MA,Massachusetts
2420,Lexington,MA,Massachusetts
2421,Lexington,MA,Massachusetts
2445,Brookline,MA,Massachusetts
2446,Brookline,MA,Massachusetts
2451,Waltham,MA,Massachusetts
2452,Waltham,MA,Massachusetts
2453,Waltham,MA,Massachusetts
2457,Babson Park,MA,Massachusetts
2458,Newton,MA,Massachusetts
2459,Newton Center,MA,Massachusetts
2460,Newtonville,MA,Massachusetts
2461,Newton Highlands,MA,Massachusetts
2462,Newton Lower Falls,MA,Massachusetts
2464,Newton Upper Falls,MA,Massachusetts
2465,West Newton,MA,Massachusetts
2466,Auburndale,MA,Massachusetts
2467,Chestnut Hill,MA,Massachusetts
2468,Waban,MA,Massachusetts
2472,Watertown,MA,Massachusetts
2474,Arlington,MA,Massachusetts
2476,Arlington,MA,Massachusetts
2478,Belmont,MA,Massachusetts
2481,Wellesley Hills,MA,Massachusetts
2482,Wellesley,MA,Massachusetts
2492,Needham,MA,Massachusetts
2493,Weston,MA,Massachusetts
2494,Needham Heights,MA,Massachusetts
2532,Buzzards Bay,MA,Massachusetts
2534,Cataumet,MA,Massachusetts
2535,Chilmark,MA,Massachusetts
2536,East Falmouth,MA,Massachusetts
2537,East Sandwich,MA,Massachusetts
2538,East Wareham,MA,Massachusetts
2539,Edgartown,MA,Massachusetts
2540,Falmouth,MA,Massachusetts
2542,Buzzards Bay,MA,Massachusetts
2543,Woods Hole,MA,Massachusetts
2553,Monument Beach,MA,Massachusetts
2554,Nantucket,MA,Massachusetts
2556,North Falmouth,MA,Massachusetts
2557,Oak Bluffs,MA,Massachusetts
2558,Onset,MA,Massachusetts
2559,Pocasset,MA,Massachusetts
2561,Sagamore,MA,Massachusetts
2562,Sagamore Beach,MA,Massachusetts
2563,Sandwich,MA,Massachusetts
2564,Siasconset,MA,Massachusetts
2568,Vineyard Haven,MA,Massachusetts
2571,Wareham,MA,Massachusetts
2575,West Tisbury,MA,Massachusetts
2576,West Wareham,MA,Massachusetts
2584,Nantucket,MA,Massachusetts
2601,Hyannis,MA,Massachusetts
2630,Barnstable,MA,Massachusetts
2631,Brewster,MA,Massachusetts
2632,Centerville,MA,Massachusetts
2633,Chatham,MA,Massachusetts
2635,Cotuit,MA,Massachusetts
2637,Cummaquid,MA,Massachusetts
2638,Dennis,MA,Massachusetts
2639,Dennis Port,MA,Massachusetts
2641,East Dennis,MA,Massachusetts
2642,Eastham,MA,Massachusetts
2643,East Orleans,MA,Massachusetts
2644,Forestdale,MA,Massachusetts
2645,Harwich,MA,Massachusetts
2646,Harwich Port,MA,Massachusetts
2647,Hyannis Port,MA,Massachusetts
2648,Marstons Mills,MA,Massachusetts
2649,Mashpee,MA,Massachusetts
2650,North Chatham,MA,Massachusetts
2652,North Truro,MA,Massachusetts
2653,Orleans,MA,Massachusetts
2655,Osterville,MA,Massachusetts
2657,Provincetown,MA,Massachusetts
2659,South Chatham,MA,Massachusetts
2660,South Dennis,MA,Massachusetts
2663,South Wellfleet,MA,Massachusetts
2664,South Yarmouth,MA,Massachusetts
2666,Truro,MA,Massachusetts
2667,Wellfleet,MA,Massachusetts
2668,West Barnstable,MA,Massachusetts
2670,West Dennis,MA,Massachusetts
2671,West Harwich,MA,Massachusetts
2672,West Hyannisport,MA,Massachusetts
2673,West Yarmouth,MA,Massachusetts
2675,Yarmouth Port,MA,Massachusetts
2702,Assonet,MA,Massachusetts
2703,Attleboro,MA,Massachusetts
2713,Cuttyhunk,MA,Massachusetts
2715,Dighton,MA,Massachusetts
2717,East Freetown,MA,Massachusetts
2718,East Taunton,MA,Massachusetts
2719,Fairhaven,MA,Massachusetts
2720,Fall River,MA,Massachusetts
2721,Fall River,MA,Massachusetts
2723,Fall River,MA,Massachusetts
2724,Fall River,MA,Massachusetts
2725,Somerset,MA,Massachusetts
2726,Somerset,MA,Massachusetts
2738,Marion,MA,Massachusetts
2739,Mattapoisett,MA,Massachusetts
2740,New Bedford,MA,Massachusetts
2743,Acushnet,MA,Massachusetts
2744,New Bedford,MA,Massachusetts
2745,New Bedford,MA,Massachusetts
2746,New Bedford,MA,Massachusetts
2747,North Dartmouth,MA,Massachusetts
2748,South Dartmouth,MA,Massachusetts
2760,North Attleboro,MA,Massachusetts
2762,Plainville,MA,Massachusetts
2763,Attleboro Falls,MA,Massachusetts
2764,North Dighton,MA,Massachusetts
2766,Norton,MA,Massachusetts
2767,Raynham,MA,Massachusetts
2769,Rehoboth,MA,Massachusetts
2770,Rochester,MA,Massachusetts
2771,Seekonk,MA,Massachusetts
2777,Swansea,MA,Massachusetts
2779,Berkley,MA,Massachusetts
2780,Taunton,MA,Massachusetts
2790,Westport,MA,Massachusetts
2791,Westport Point,MA,Massachusetts
2802,Albion,RI,Rhode Island
2804,Ashaway,RI,Rhode Island
2806,Barrington,RI,Rhode Island
2807,Block Island,RI,Rhode Island
2808,Bradford,RI,Rhode Island
2809,Bristol,RI,Rhode Island
2812,Carolina,RI,Rhode Island
2813,Charlestown,RI,Rhode Island
2814,Chepachet,RI,Rhode Island
2815,Clayville,RI,Rhode Island
2816,Coventry,RI,Rhode Island
2817,West Greenwich,RI,Rhode Island
2818,East Greenwich,RI,Rhode Island
2822,Exeter,RI,Rhode Island
2823,Fiskeville,RI,Rhode Island
2824,Forestdale,RI,Rhode Island
2825,Foster,RI,Rhode Island
2826,Glendale,RI,Rhode Island
2827,Greene,RI,Rhode Island
2828,Greenville,RI,Rhode Island
2829,Harmony,RI,Rhode Island
2830,Harrisville,RI,Rhode Island
2831,Hope,RI,Rhode Island
2832,Hope Valley,RI,Rhode Island
2833,Hopkinton,RI,Rhode Island
2835,Jamestown,RI,Rhode Island
2836,Kenyon,RI,Rhode Island
2837,Little Compton,RI,Rhode Island
2838,Manville,RI,Rhode Island
2839,Mapleville,RI,Rhode Island
2840,Newport,RI,Rhode Island
2841,Newport,RI,Rhode Island
2842,Middletown,RI,Rhode Island
2852,North Kingstown,RI,Rhode Island
2857,North Scituate,RI,Rhode Island
2858,Oakland,RI,Rhode Island
2859,Pascoag,RI,Rhode Island
2860,Pawtucket,RI,Rhode Island
2861,Pawtucket,RI,Rhode Island
2863,Central Falls,RI,Rhode Island
2864,Cumberland,RI,Rhode Island
2865,Lincoln,RI,Rhode Island
2871,Portsmouth,RI,Rhode Island
2872,Prudence Island,RI,Rhode Island
2873,Rockville,RI,Rhode Island
2874,Saunderstown,RI,Rhode Island
2875,Shannock,RI,Rhode Island
2876,Slatersville,RI,Rhode Island
2878,Tiverton,RI,Rhode Island
2879,Wakefield,RI,Rhode Island
2881,Kingston,RI,Rhode Island
2882,Narragansett,RI,Rhode Island
2885,Warren,RI,Rhode Island
2886,Warwick,RI,Rhode Island
2888,Warwick,RI,Rhode Island
2889,Warwick,RI,Rhode Island
2891,Westerly,RI,Rhode Island
2892,West Kingston,RI,Rhode Island
2893,West Warwick,RI,Rhode Island
2894,Wood River Junction,RI,Rhode Island
2895,Woonsocket,RI,Rhode Island
2896,North Smithfield,RI,Rhode Island
2898,Wyoming,RI,Rhode Island
2903,Providence,RI,Rhode Island
2904,Providence,RI,Rhode Island
2905,Providence,RI,Rhode Island
2906,Providence,RI,Rhode Island
2907,Providence,RI,Rhode Island
2908,Providence,RI,Rhode Island
2909,Providence,RI,Rhode Island
2910,Cranston,RI,Rhode Island
2911,North Providence,RI,Rhode Island
